id,tweet,label
494,koskoca 2 yıllık tarihimiz olduğunu söyleyen rum ve fransız tohumları sizin gibi şikeli şaibeli geçmişimiz yok en azından son 10 yılda en çok ülke puanı getiren takımız haram kupası olmayan takımız,nefret
495,çavuşoğlu'dan rum bakana anında cevap,hiçbiri
496,rum lider anastasiadis türkiye'nin garantörlüğü kalksın adadan tsk askerleri çıksın türkiye doğu akdeniz'den çekilsin ön şartlarımız bunlar kabul ederseniz müzakerelere başlayabiliriz diyor. eşitlik olmaz buna da karşı... #anlayana #kktc hala federasyonda ısrarcısıyız...,hiçbiri
497,yani benim anlatmak istediğim türk'ün kürdün rum'un çerkes'in bulgar'ın vs geçmişini bu kadar kolay satması. müslüman olabilirsin ama atadan dededen müslüman gibi dolaşman anlatabildim mi sana bunun için neden hürmet edeyim davar insan sen de bir insansın sonuçta,hiçbiri
498,rum bakan bm'de hadsizlik yapınca çavuşoğlu ayarı verdi!,hiçbiri
499,asıl abdestsiz olan önüne gelen karıyı kılıç zoruyla hareme tıkıp don paça saray dehlizlerinde kadın peşinde koşan osmanlı hanedanı ermeni yahudi rum pontus kadınlardan doğan ecdadım dediğin osmanlı'nın ta kendisidir,hiçbiri
500,çavuşoğlu ve rum bakan arasında kıbrıs'ta federasyon tartışması,hiçbiri
501,mithat sancar başkanlığındaki heyetimiz kayyım darbesi demokratik anayasa demokrasi ittifakı yargı paketi konularında abf pir sultan abdal kültür derneği ve hacı bektaş veli anadolu kültür vakfını ziyaret etti. alevi halkının talepleri taleplerimizdir.,hiçbiri
502,meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.,hiçbiri
503,örnek önüme düştü. bakın eski bir alevi subayımız ömer adına kinini kusmuş. ayrımcılık budur,nefret
504,tüm binamız sokağımız ve mahallemiz alevi ama aşure yok. inanabiliyor musunuz ya? birazdan alt komşu hatice teyzeyi ve diğer mahalle sakinlerimizi derhal aşure yapmaları konusunda uyaracağım.,hiçbiri
505,sünni kardeşlerimizin kadir gecesi'nde orucunu tutuyorum alevi kardeşlerimizin 10. gününde oruç tutuyorum. kimse kırılmasın hak geçmesin. yalnız bu oruç baya zormuş su et falan yok,hiçbiri
506,alevi aşura töreni alevi ashura ceremony,hiçbiri
507,ateşte de olay pire mi deve mi onu seçemiyorum saman alevi sönene kadar dkskkddkdjdks,hiçbiri
508,bu akşam binlerce cemevinde sevgili peygamberimizin torunu hz. hüseyin ve yanındakilerin kerbela'da şehit edilmelerinden dolayı matem törenleri düzenleniyor. milyonlarca alevi ile birlikte ben de bir sünni ailenin evladı olarak okunan ağıtlara katılacağım.,hiçbiri
509,hani bir alevi türküsü vardır... ağlama gönül ağlama sen ali'den yüce misin? diye. türk yargısının sahte delillerle kumpas kurulmuştur dediği yerde siz türk yargısından daha mı yücesiniz ki bu fetö kumpasını meşru görüyorsunuz?,hiçbiri
510,saman alevi sinirim online cızz,hiçbiri
511,şah hüseyn-i kerbela'nın baş açık abdalıyam kıblegahımdır muhammed secdegahımdır ali. şah hatayı #alevi #türküler #alevicanlar #deyişler,hiçbiri
512,bu sene aşure getiren de olmadı alevi komşularımız da yapmamış candan seslendim yok bu sene yapmadım niye gıı dedim işten geliyorum yorgunum dedi #asure #pazartesi,hiçbiri
513,meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.,hiçbiri
514,taha akyol'un şu kitabı baya iyidir. celali ve alevi isyanların salt mezhebi değil türkmenin yörüğün geçim derdi olduğunu anlatır. vergi meselesi sıkıntılı mevzu,hiçbiri
515,bugün muharrem ayı ve kerbela bütün alevi müslüman arkadaşlarıma acılarımız aynıdır,hiçbiri
516,temelli bir tek tanrı inancıydı bu. bu anlayış islam'dan sonra bile alttan alta sürdü geldi. alevi denilen kitle bu inancı bugünlere kadar islam ile harmanlayarak taşıdı. islam'dan çok eskidir türkler tanrı kavramına bütün milletlerden önce ulaşmışlardır.,hiçbiri
517,burada alevi kavramını toplumsal bir aidiyetten ziyade fikri ve hissi bir aidiyet anlamında daha geniş kapsamda kullanıyorum. bu fikri ve hissi paylaşan herkese açıktır.,hiçbiri
518,hz. muhammed'den kerbela'ya kerbela'dan günümüze hak muhammet ali diyen alevi canlarımızla devletimizin devletimizle de alevi canların kucaklaşma zamanı. gelin canlar bir olalım. büyük türkiye olalım. usesam yönetim kurulu başkanı avukat psikolog sosyolog alevi dedesi müseyip erdoğmuş,hiçbiri
519,kor bir alevi tutar iki elim hak mı bu bana?,hiçbiri
520,en yakın arkadaşlarımdan biri kürttü biri alevi hala severim hala isimlerini anarım semboller geçici sevelim birbirimizi ya bu kadar mı zor ben anlamıyorum! hayır illa böyle bayram şekeri gibi konuşmak zorunda mıyım! bak yine atarlandım,hiçbiri
521,alevi ve sünni çekişmesi ilk hazreti ali efendimizin şehit edilmesinden sonra büyük ivme kazanmıştır. esas çekişme peygamberin vefatı sonrası imamet konusunda çıktı abdullah bin sebe yahudisi konusu sünnilerin götünden element uydurma hadisesidir.,nefret
522,genel olarak bu gibi müdahaleler enflasyonun artmasına yol açar artan fiyatlar yine tüketicinin cebinden ödenir. para arzını arttırarak sağlanan ekonomik canlanma uzun sürmez ve saman alevi gibi parlayıp geçer.,hiçbiri
523,mecliste siyaset yapmanın anlamı yok. çekilin şu parlamentodan. kürt halkı sizin dönekliğiniz yüzünden direnişçiliğini kaybediyor. chp'nin kuyruğuna takılmaktan vazgeçin. yüzünüzü burjuvaziye değil ezilen halklara dönün.,saldırgan
524,hz ali çok havalı alevi olsaydım keşke. hz muhammed'in bir fotosu bile yok çok çirkindi herhalde,nefret
525,o kadar fabrika yandı bu sefer sadece 2 taneyi üstlenmişler. biz de inandık... paravan ateşin çocukları yakıyor hbdh de işine geleni üstleniyor işine gelmeyeni üstlenmiyor.,hiçbiri
526,"akp genel başkanı erdoğan malatya'da canlı yayında ""kardeşlerim sünni alevi ayrımı var mı? biz hiçbir zaman böyle bir ayrım yapmadık"" bakalım 2014 cumhurbaşkanlığı seçimi mitinginde ne demiş?",hiçbiri
527,#ahmetyenilmez sizin şu bulunduğunuz resim yüzyıl öncesinin intikamını almaya gelmiş olanlara verilmiş türkün kürdün lazın çerkezin alevinin sünninin analarının duruşu. ben onun için geldim buraya...,hiçbiri
528,kardeş türküler bugün güzellerin sah-i gördüm tanıdığım en alevi bireye gelsin... :),hiçbiri
529,alevi mi? alevrimi mi? saz çalmakla alevi olunmaz...,hiçbiri
530,kılıçdaroğlu'nun kendisi alevi siyasi partinin başında neyi eksik? diyen kimdi ?,hiçbiri
531,sy jb siz alevi ile bir olamazsınız aleviler eline beline diline hakim olan kişilerdir,hiçbiri
532,ya biz süryaniyiz ya onlar alevi!,hiçbiri
533,"denize atılan izmariti konu ederken lgbti alevi ve kürt'ü veya en azından genel çerçevesiyle ""ayrımcılığı"" konu etmemeleri de bir tercihtir ve bu da politiktir. bu tercihlerinden dolayı da eleştirilmeyi göze almış olmaları gerekir.",hiçbiri
534,çalıştığım yerde malatya'nın köyünden misin merkezinden mi diye soruyorlar bu şey demek alevi misin sünni misin,hiçbiri
535,"bazen su olmak lazım sessiz sakin! bazen sel olmak lazım öfkeli ve hırçın! bazen mum alevi sabırla tükenmeyi bekleyen! bazense volkan önüne gelen her şeyi hızla tüketen! kimine su olacaksın kimine sel! kimine mum olacaksın kimine volkan! ama kimseye asla ""kul"" olmayacaksın!",hiçbiri
536,disa barış okulu 7 eylül cumartesi günü cuma çiçek ve vivet alevi'nin seminerleriyle başladı. ilk gün toplumsal barışın inşasında sivil toplumun rolüne dair teorik bir çerçeve çizildi ve grup içi sosyalleşmede şiddetsiz iletişimin önemi konuşuldu.,hiçbiri
537,avşar alevi türkmenlerinin anadolu ve suriye geçmişi büyük sahabe hazreti ali ra bin ebu talib'e ve hatta peygamber muhammed mustafa sav efendimizin hendek muharebesine dek dayanır. hz muhammed aleyhisselam hendek muharebesinde ilk kez bir türk ailesiyle haşir neşir olur.,hiçbiri
538,#muharrem önceden güneşe göre oruç açılırdı sahur falan olmaz yeme içme sınırlı idi iftar diye bir kelime geçmezdi iyice sünni dine uydular alevi kızılbaşlar yakında top da patlatılır kiminle gezersen ona benzersiniz,nefret
539,sözde alevi arkadaşlarım her zaman gösterdiğiniz duyarın üçte birini tutulan oruçlara da saygı duyup tükettiğiniz alkollü içeceklerin fotoğraflarını paylaşmazsanız mı :),nefret
540,1 canan kaftancıoğlu bir şeyler demiş diye hainlik ediyor yanlış yapıyor yok öyle şey la diye kızıyorlar. la olum ben türk ve alevi kökenliyim atalarım yakın zaman büyüklerim ve ben sizlerin insanlarıma ve bana neler yapıldığını biliyorsunuz.,hiçbiri
541,ailevi sorunları her defasında alevi sorunları diye okumam,hiçbiri
542,dara çekmek bir alevi ritüelidir. kişiyi eleştirmek cezasını belirlemek için yapılır. dar ağacı da buradan gelir. ankara'yı dar etmek. ankara'yı dara çekmek isteyenlere duyurulur. yavaş gelin biraz,hiçbiri
543,bu kapılara sınırlara durduk yere bakılmaz ilk casusluk davasında ki alevi kimlikler üzerine yazılımlar ile baktım çünkü türk kadını konu askeri polisi olduğunda seks işçisi de olsa bu denli rahat ifadeler vermez sonra ermeni soykırım dosyası ve canlı bombalar nedeniyle baktım,hiçbiri
544,mum alevi kadar titrek bir umuda sarılarak sabahı zor ettiğim geceden sonra senin için hiçbir şey oluşum gerçeğini cebime koydum ayaz bir eylül sabahında evime döndüm...,hiçbiri
545,kimsenin ne siyasi ne dini görüşüne saygısızlık yapmadım düşüncelerimi söyledim ideolojimi belli ettim . ailemden aldığım terbiye buna hiç izin vermedi. ramazan'da içki içilmez deyip alevi vatandaşların tuttuğu oruçlarda kadeh kaldıranlara aleviler de dahil,hiçbiri
546,hayatın tadını en çok yıkılırken alıyorum. alev alevi ancak güçlendirir. kalbimde kal.,hiçbiri
547,"rejimin böyle bir iç operasyona gideceğini zannedenler vardı. rejim öyle yönetmez. bunlar egemenler arası paylaşım itişmeleridir. devlet terörünün hedefi sadece 3 tarihsel hareket ve onların ittifak zeminleridir işçi alevi ve kürt hareketi. bunların ""locus""u da bugün hdp dir.",hiçbiri
548,ileri kitap şilan geçgel yazdı devletin sakıncalılar listesinde alevi kürtler,hiçbiri
549,alevi kültür derneklerinde kayyum tartışması!,hiçbiri
550,#susamam sosyal medyada saman alevi.,hiçbiri
551,dağıstanlı müslüman dövüşçü #habib amerikalı #dustinpoirer'i yendiği maç sonrası tüm dünyaya sportmenlik dersi verdi.,hiçbiri
552,"halide edip'i okumamış laik ömer seyfettin'i okumamış milliyetçi ve mehmet akif'i tanımayan müslüman gençlerimizin buluştuğu müzik bu. bu adam müzisyen. allah bilir nota okumasını bilmez. sultaniyegah ile mahur'u ayırt edemez. ama gençlerin ""idolü"" bu... allah affetsin bizi.",hiçbiri
553,%85 ateist olan isveç yolsuzlukta dünya sonuncusu... %99'u müslüman olan türkiye yolsuzlukta dünya ikincisi!...,nefret
554,her müslüman için lazım gelen şey allah ehl-i beyt'ten her türlü kötülüğü gidermek ve onları tertemiz yapmak ister ayetinde allah teala'yı tasdik ederek ehl-i beyt'ten sadır olan her şeyi allah teala'nın affettiğine inanmaktır. allah teala'nın kendilerinin temiz olduğuna ve,hiçbiri
555,"arapların türkiye sevgisi maaz ibrahimoğlu ""türkiye'nin müslüman ve modern hayata verdiği toleransın yüksek olduğunu ifade eden dinari bu nedenle istanbul'u tercih ettiğini belirtiyor..."" ahval",hiçbiri
556,hoşgörü ve barış dini islamda bugün! pakistan'da yobaz bir meyva satıcısı müslüman bir kadının muhammed'in yasakladığını iddia ettiği kıyafetleri giyerek bisiklete binmesinin kendisini utandırdığını söylüyor! bizde senin varlığından utandık müslüman!,nefret
557,yok mu şöyle aşure getirecek müslüman bir komşu,hiçbiri
558,ey yahudi senin islamın hoşgörü getireceğine inandığın kadar inanıyorum dinine ey hristiyan senin toraya inandığın kadar inanıyorum dinine ey müslüman senin isa'nın tanrının oğlu olduğuna inandığın kadar inanıyorum dinine,hiçbiri
559,ateistin ateist olduğunu kanıtlama çabası eşcinselin eşcinsel olduğunu kanıtlama çabası müslümanın müslüman olduğunu kanıtlama çabası yobazın yobaz olduğunu kanıtlama çabası kanıtlama çabası... kanıtlama çabası... kanıtlama çabası...,hiçbiri
560,bitmiş türkiye bunu bir türk müslüman genci nasıl yapar ya?,hiçbiri
561,#döndümvededimki müslüman kardeşlerim tayyip bey'in hiç hırsızlık yolsuzluk yapmadığına kuranı kerim'e el basarak yemin edebilir misiniz?,hiçbiri
562,müslüman yürekler bilirim daha kızdı mı cehennem kesilir sevdi mi cennet eller bilirim haşin hoyrat mert alınlar görmüşüm ki vatanımın coğrafyasıdır her kırışığı sorulacak bir hesabı her çizgisi tarihten bir yaprağı anlatır. #erdembeyazıt #şehit polis müdürümüz #tufankansuva,hiçbiri
563,demek ki artık zengin müslüman kızlar okumuş diplomalı kızlar fakir dindar erkekler seçecek. hadi görelim bakalım,hiçbiri
564,"bunu en çok seküler türkçü tayfa kullanıyor. en türk olma arzusundan dolayı araplıkla yaftalama kolaylığı. tabii ki bu arkadaşlar ""türklük"" kavramının bugün açıkça müslüman olmak ile de ""arap adeti"" denilen şeylerle de göbekten bağlı olduğunu inkar etmeye çalışıyor aynı zamanda",hiçbiri
565,müslüman olmayanlarla vakit geçirmek istemiyorum iğrençler demişti...,nefret
566,hangi alnı secde gören müslüman evladı acaba,hiçbiri
567,ak partili arkadaşlar tövbe etmezseniz allah'ın huzuruna müslüman katili olarak çıkacaksınız. ırak işgalinde haçlı ordusuna verdiğiniz desteği bu halk unutur ama allah unutmaz. #susamamşarkısıbana,nefret
568,bir müslümanın diktiği ağaçtan veya ektiği ekinden insan hayvan ve kuşların yedikleri şeyler o müslüman için birer sadakadır. buhari edeb 27 müslim müsakat 7 10.,hiçbiri
569,"bülent arınç'ın ""bir kadın olarak sus"" cümlesinde ipler kopuyor. kadınlar susmak için var değildir. kadınlar iş hayatına atılınca yetersiz bir hale gelmiyor. eğitimden fizik felsefe tarih çıkarılıp din ağırlıklı dersler konulunca müslüman olunmuyor vs... dahası için anlamak gerek!",hiçbiri
570,ey müslüman sen güzellik yusuf'usun bu alem de kuyudur. seni oradan selamete çıkarıp huzura kavuşturacak ip de allah'ın emrine sabır ve teslimiyettir. mevlana,hiçbiri
571,"nereden nereye 1903 yılında nobel ödülü alan fransız fizikçi pierre curie ""müslüman endülüs'ten bize 30 kitap kaldı atomu parçalayabildik. şayet yakılan bir milyon kitabın yarısı kalsaydı çoktan uzayda galaksiler arasında geziyor olacaktık."" demiştir.",hiçbiri
572,barış özcan... hindistan'ın aya inişini canlı yayınlıyor. öküze tapıyor dediğiniz hindistan aya ayak basarken müslüman! olan ülkemin ahlak ve saygı seviyesi yerin altında böyle geziyor.,nefret
573,"siz niye susuyorsunuz? ""bunlar kürt değil bunlar müslüman değil bunların din ve imanları yok amerika'ya çalışıyorlar. bunlar gavur gavur."" #evlatnöbeti #annelerdireniyor #birkezolsuntepkikoyun",nefret
574,bu kitabı okumadan islam'ın psikanalizi ve islam'ın mücadelesi kimse akp'yi faslı müslüman gençlerin hayatta ilk defa gördükleri avrupalı kadınların kafasını kesmesini anlayamaz. tesettür çok ciddi bir psikolojik baskı aracıdır. tr'nin işi çok zor kitap da atatürk de var.,nefret
575,domuz eti yemez kredi çeker farz namaz kılmaz teravih kılar zina eder gusülsüz gezmez. kuranı belden aşağı indirmez kahrolsun şeriat der. memleketimden müslüman manzaraları... #şanışer,nefret
576,küffara karşı kutuplaşamayan müslüman imanını gözden geçirsin. kamalizm küffarın ta kendisidir.,nefret
577,atatürk heykelini yakan pkk'dan nefret etmediler diyanetten ettikleri kadar. oysa ki diyanet işlerini atatürk kurduğu halde... %98 müslüman olan bir ülkede #diyanetkapatılsın diyenler toplumu asimile etme çabası içerisinde olanlardır.,hiçbiri
578,ülkenin %50'si ya hırsız... ya da hırsızlığa göz yumuyor ama sorsan %90 müslüman bir ülke ve cuma'yı da hiç kaçırmazlar,nefret
579,sattıkları her şey helal kadın da erkek de müslüman ikisi de namaz kılar hamd olsun.,hiçbiri
580,diyanet şu an ruhbanlık sınıfındadır. kapatılsın demiyorum ama yapısı muhakkak değiştirilmelidir. çoğunluğu müslüman olan bir ülke için gerekli. ama ülkemde sadece müslümanlar yok. biz laik bir ülkeyiz! imamlık maaşlı diğerleri? gerçi islam'da maaşlı imam...? #diyanetkapatılsın,hiçbiri
581,birmanya'da tek günahı (!) müslüman anne babadan olmak olan çocuklara yapılan işkenceyi gördüm beş altı yaşlarındaki çocuklar bunlar. ne kadar korkunç bir varlık bu insanoğlu.,hiçbiri
582,"ne diyanet müslüman mı olsun? daha neler? diyanet o israf sergisini görünce ""biz neredeyiz onlar nerede fakir ibb"" demiştir. diyanetin allah'tan korktuğu ile ilgili savın senin saf bir vatandaş olduğunu gösteriyor... saflığını kaybetme",hiçbiri
583,"oğlu hdp tarafından dağa kaçırılan acılı anne diyarbakır'dan haykırıyor ""bunlar kürt değil bunlar müslüman değil bunların din ve imanları yok amerika'ya çalışıyorlar. bunlar gavur gavur."" #evlatnöbeti #annelerdireniyor #birkezolsuntepkikoyun",nefret
584,islam adına bu kadar ahlaksızlık yalan talan ve katliamlar yapılırken bir müslüman olarak ben de #susamam,hiçbiri
585,kafirler domuz yer müslümanlar yetiştirir kafirler de faiz yer müslümanlar da faiz yer kafirler de insan öldürür müslümanlar da zina eşcinsellik şiddet yolsuzluk adaletsizlik müslüman kime denir müslüman...? mesele neydi ne oldu hacı .?,nefret
586,müslüman demek allah'tan cc gelen kanunlara emir ve yasaklara teslimiyet gösteren demektir yani kuranı anayasa olarak görmeyen demokrasi müslümanların sistemi olamaz. #cumartesi,hiçbiri
587,tek müslüman yokmuş içlerinde dualar kabul olmadı al işte,hiçbiri
588,bundan sonra müslüman ünlüleri savunacağız kafirlerle araya ip katacağız,nefret
589,sabah akşam namaz kılıp dua edip ülkemizi soyan müslüman hırsızlık çetesi #türkiyeningeleceği hakkında konuşamaz,nefret
590,"dünyanın en fakir 50 ülkesinin 32'si müslüman. bu 32 ülkenin devlet başkanlarının tamamı ""dünyanın en zengin ilk 500 kişisi"" arasında...",nefret
591,#davamızınpeşindeyiz kim tağutu inkar ederse müslüman olur,hiçbiri
592,"mahşerin üç sapığı ahmet hakan'a dini sevdirmiş. ama hangi dini onu anlayamadım. sayın enkırmenimiz ahmet hakan ankırıyor ki ""bu üçünü dinler okur ve takip ederseniz işte benim gibi bir dindar olursunuz. bakın ben bunlar sayesinde dini sevdim ve mükemmel müslüman oldum.",saldırgan
593,"ne dehşet şeydir ki müslüman adama ""namaz kil"" diyoruz!",hiçbiri
594,çok güzel tüm yönetici ve liderler hayatına böyle yön vermeli müslüman türk milleti de tatbik etmelidir.,hiçbiri
595,allah'ım bütün müslüman ülkelerine hayırlı başlar ihsan et ve bütün müslüman ülkelerini ve ordularımızı mazlumların kurtuluşuna ve zalimlerin yerle bir olmasına vesile kıl,hiçbiri
596,offff offff bu nasıl bir saçmalık allah'ım. kızın ana ve babasına yazıklar olsun. allah aşkına orada hiç yetkili o köyde imam yok mu öğretmen yok mu bu zulümdür diyemiyor mu. orada müslüman yok mu,hiçbiri
597,neden hiç özel imam hatip okulu yok? olsaydı bu zengin müslüman(!)lar çocuklarını o okullara verir miydi?,hiçbiri
598,gelin bir referanduma gidelim. çoğunluğu müslüman olan ülkemizde allah'ın bizim için gönderdiği emir ve yasaklara göre mi? yoksa avrupalı kanun koyucuların demokrasi adını verdikleri sisteme göre mi idare edilelim? #inanmakistiyorumki,hiçbiri
599,the sims 4 beşinci yıldönümü güncellemesinde müslüman simler oyuna dahil ediliyor.,hiçbiri
600,din düşmanları yine meydana çıkmış. #diyanetkapatılsın diyor. müslüman ülkesinde bunu söylemek ayrı bir gaflet.,saldırgan
601,ahbar kimdir? kuranı kerim'de haham diye bir kelime yok. meal ve tefsirlerdeki metinlerde tercüme haham diye geçer. lakin kelimenin aslı ahbar. ahbar güzel yazı yazan güzel etkili konuşan yahudi alimi demek. kuranı kerim'de 33 yerde israiloğulları kelimesi geçer.,hiçbiri
602,yahudi kökenli rothschild ailesi ile tapınak şövalyelerinin devamı olan masonlar karşı karşıya mı geldi? dünya üzerindeki bu kavga da neyin nesi?,hiçbiri
603,gizli yahudi ve mason teşkilatının servet ve hakimiyetiyle mühim rol oynadığı fransız inkılabı aslında basit halk hakimiyeti ve terörden başka bir şey barındırmamıştır.,nefret
604,sabetay sevi ortodoks musevi bir ailenin çocuğu olarak doğdu. musevi dinsel kurallarında reform istiyordu iki kez bir haham konseyi tarafından herem yeni aforoz edildi. bu yüzden doğrudan yahudi olanlar sabetayistleri yahudi olarak kabul etmezler kendilerini üstün görüyorlar,hiçbiri
605,birader beni karıştırma bu işlere... zaten yahudi zannediyorlar isimden ötürü,nefret
606,türküyle çerkeziyle kürdüyle diye söze başlayan ne kadar ibne varsa önce bunları sikmek lazım etnik döküntülere cesaret fırsat veren hep bu ibneler. zaten çoğu ya k. yahudi ya da bu döküntülerin soydaşı sosyalizm liberalizm islam gibi dejenere ideolojileri amaçları için kullanıyorlar,nefret
607,allahu teala kuran kerim'de kafirlere meydan okuyor kuran kerim uydurma ise bir benzerini getirin... muhammed peygamberden bu yana arapçayı su gibi konuşan nice kafir ateist arap ve yahudi hiçbirini bir benzerini getiremedi varsa yoksa sadece konuştular,hiçbiri
608,sanatçı diye topluma yutturulanlar ya beyaz türk kripto yahudi ya da ermeni diasporasının içimize alevi ya da kurt diye gizlediği kripto ermenidir... bunları gezi olaylarından tanırız bunlar küfrün yasal teröristlerdir.,nefret
609,41 5816 sayılı kanunla korunarak niçin gerçeklerin saklanma gereği duyuluyor... ve 5816 sayılı koruma kanunu neden bir yahudi avukat tarafından hazırlamıştır...? 42 cumhuriyet rejimini kurduktan sonra neden hiç dış bir ülke ziyaretine gitmemiştir...? #annelerledireniyoruz,nefret
610,30 kuranı kerimin ayetleri için neden safsata demiştir...? 31 sabetay sevi denilen kişiye neden hayranlık beslemiştir...? 32 nerede sarhoşken yahudi olduğunu ağzından kaçırmıştır.? 33 1928'de devletin dini islamdır ibaresi neden çıkartmıştır.? #annelerledireniyoruz,nefret
611,18 1933'e kadar üniversitelerden temizlenen osmanlı müderrislerin yerine sadece istanbul üniversitesine neden yahudi 22 profesör ve yahudi 90 asistan yerleştirmiştir 19 neden halk aç iken tekel bira fabrikası kurdu ve fuhuşu genelev olarak resmileştirdi #annelerledireniyoruz,nefret
612,3 kimliğinde mustafa yazmaz... kamal atatürk yazar... mustafa ismini neden red etmiştir... kemal yerine neden kamal yazdırmıştır...? 4 cenazesinde neden yahudi masonik nizam töreni yapılmıştır...? 5 anıtkabir'i yapan mimar neden yahudidir...? #annelerledireniyoruz,nefret
613,araçları #yenikapı'ya dizerek gündemde diyarbakır'daki mazlum annelerin feryatlarını millete unutturmaya çalışan yahudi uşağı imamoğlu!... senin bu algı oyunlarına bu milletin karnı tok... yemezler #yunanoğlu... #annelerdireniyor,nefret
614,kim o yahudi dostu,hiçbiri
615,bazı akpartililer chp'yi savunduğumuzu sanıyor oysa ki savunduğumuz hak ve adalettir. tıpkı hz. muhammed'in yaptığı gibi müslüman karşısında haklı olan yahudi bile olsa mağdurun dinine ve kimliğine bakmadan hakkını teslim etmektir adalet. değilse tabela adıdır... #susma,hiçbiri
616,galatasaray'a acilen atanmalı. fransız uşakları... yahudi torunları... #uefatoprotectffp,nefret
617,iki yahudi bir araya gelse şirket kurar iki türk bir araya gelse devlet kurar. lakin var olan devleti ayakta tutmak daha zor bence en büyük lider abdülhamid han #türkdemek,hiçbiri
618,2 hukuk her millet için farklıdır. hal böyleyken bir millet başka bir milletin kanunlarıyla muhakeme edilemez. hukuk ilmi bunu reddeder. misal bir müslümanı katolik hukukuyla veya bir ortodoksu yahudi hukukuyla almanı ingiliz hukukuyla muhakeme etmek gibi.,hiçbiri
619,artık devletin malı olacak şimdi boku yedik yahudi tohumları tohumlarımızı yok edecek,nefret
620,her fırsatta islam'a saldırmayı görev bilen güruh için başörtüsü gericiliğin sembolüdür ama yahudi hristiyan çarşafla gezdiğinde aynı kesim bunu inançlarının bir gereği olarak görür #öğrtmenemüjde60binatama,hiçbiri
621,çünkü ben sendikacı değildim önce yahudiler için geldiler ve ben sustum çünkü yahudi değildim sonra benim için geldiler ve benim için konuşacak kimse kalmamıştı.,hiçbiri
622,kökeni yahudilikten geliyor. yahudilik kabala inanışında satürn çok önemlidir ve satürn'ün etrafında 7 halka vardır. bu yüzden her şeyi 7 ile ilişkilendirmişler. yahudi inanışında satürn siyah küp. bir nevi kabe'yi temsil eder. halkaların arasındaki göz olarak düşünürler.,hiçbiri
623,size üstün akıl nasıl çalışıyor söyleyeyim 40 sene evvel 40 sene sonra arzı mevuda ulaşacağını hayal edip dünyanın çeşitli yerlerinden zeki 200 yahudi öğrenciyi 40 yıl boyunca her alanda yetiştiriyor peki neden 200,hiçbiri
624,#hilalkaplanyargılansın bunların hepsi yargılanmalı yahudi ajanlar,nefret
625,halkımızın gafil olduğu ciddi bir mesele sabetaycılar… az buz değil 700 bin ila 1 milyon arası yahudi kökenli türk var bu ülkede. çoğu osmanlı zamanı getirildi bir kısmı cumhuriyetin kuruluşundan sonra. hani şu beyaz türkler denen... osmanlıyı yıkan da bunlar. #uefayaselamsöyleyin,nefret
626,yahudinin biri hırsızlık için camii'ye girer müslümanların geldiğini gören yahudi bağırmaya başlar koşun ey müslümanlar hırsızları yakaladım... tıpkı! aynısı! mustafa cengiz... fatih terim... #uefatoprotectffp,nefret
627,bu dahi iğrenç yahudi zihniyetini ortaya koyuyor.,nefret
628,"kripto yahudi chp'li aykan erdemir kılıçdaroğlu'nun abd'de fetö'cülerle görüşmelerini sağlayan kişi. eşi tuğba tanyeri erdemir de abd'nin en büyük yahudi örgütünün koordinatörü. aynı zamanda #odtü'de hoca. ""çocuklarımız kripto yahudi ermeni ve mason chp'lilerin elinde""",nefret
629,allah aşkına şu çiçek böcek paylaşanları rt etmeyin vallahi billahi oyun büyük onlarla oyalanmayın hdpkk chp birlik içinde hareket ediyor talimatı yahudi asıllı beyaz türk veriyor taraftar gruplarını da kullanacaklar sosyal medyaya hakim olmamız gerekiyor çay çorba zamanı değil,nefret
630,bir delikanlı da çıkıp demiyor ki ülkemde kürt suriyeli ermeni yahudi arap istemiyorum.,nefret
631,işgal rejimi radyosu geçen hafta işgal polisi himayesinde 336 yahudi yerleşimcinin #mescidiaksa'ya baskın düzenlediğini açıkladı. #filistin #kudüs #israelicrimes,hiçbiri
632,işgal yönetiminin #kudüs kentini ve #mescidiaksa'yı yahudileştirme girişimleri devam ederken geçen hafta boyunca yüzlerce yahudi yerleşimcinin mescid-i aksa'ya baskın düzenlediği bildirildi. #filistin #israelicrimes #davamızkudüs,hiçbiri
633,el hatib onlarca yahudi derneğinin de #kudüs kentinin yahudileştirilmesi ve emlakının filistinlilerden çalınması için çalıştığına dikkat çekti. #filistin #mescidiaksa #davamızkudüs,hiçbiri
634,1948 de işgal edilen topraklarda faaliyet gösteren islami hareketin başkan yardımcısı şeyh kemal el hatib işgal yönetiminin yahudi yerleşim komitesi aracılığıyla #kudüs kentini yahudileştirmek istediğini ve #mescidiaksa'yı hedef aldığını söyledi. #filistin #davamızkudüs,hiçbiri
